,Name,Year,Kilometers_Driven,Fuel_Type,Mileage,Engine,Power,Price
2841,Hyundai Santa Fe,2015,100000,Diesel,13.01,2199,194.3,14.5
2842,Hyundai Santro GLS,2012,43000,Petrol,0.0,1197,74.0,3.25
2843,Maruti Wagon R,2018,27413,Petrol,20.51,998,67.0,5.18
2844,Maruti Wagon R,2007,90000,Petrol,17.3,1061,64.0,1.24
2845,Hyundai i20 Sportz,2013,40300,Petrol,18.5,1197,82.85,2.8
2846,Skoda Superb Elegance,2011,73783,Petrol,13.7,1798,157.75,5.23
2847,Hyundai Getz GLS,2005,86000,Petrol,15.3,1341,83.0,0.45
2848,Maruti Wagon R,2014,65694,Petrol,18.9,998,67.1,3.25
2849,Maruti Omni MPI,2015,23000,Petrol,16.8,796,34.2,1.5
2850,Hyundai i10 Magna,2012,51000,Petrol,20.36,1197,78.9,2.85
2851,Renault KWID 1.0,2018,18335,Petrol,21.7,999,67.0,4.5
2852,Mercedes-Benz B Class,2014,36000,Diesel,15.0,2147,107.3,16.25
2853,Volkswagen Polo GT,2017,25000,Petrol,17.21,1197,103.5,7.75
2854,Mahindra Scorpio VLX,2007,81000,Diesel,12.05,2179,120.0,4.35
2855,Toyota Fortuner 2.8,2019,21719,Diesel,12.9,2755,174.5,33.13
2856,Chevrolet Beat Diesel,2013,75421,Diesel,25.44,936,56.3,3.63
2857,Toyota Innova 2.5,2010,80000,Diesel,12.8,2494,102.0,4.75
2858,Maruti Swift Dzire,2018,10671,Petrol,20.85,1197,83.14,6.51
2859,Renault KWID Climber,2018,4126,Petrol,21.7,999,67.0,4.8
2860,Tata Bolt Quadrajet,2017,98500,Diesel,22.95,1248,74.0,6.0
2861,Hyundai Grand i10,2016,61578,Petrol,18.9,1197,82.0,6.4
2862,Volkswagen Vento 1.5,2014,54000,Diesel,20.34,1498,103.2,4.9
2863,Audi A6 2011-2015,2013,70998,Diesel,17.68,1968,174.33,20.57
2864,Maruti Swift Dzire,2015,40082,Diesel,19.3,1248,73.9,4.76
2865,Chevrolet Spark 1.0,2012,50619,Petrol,18.0,995,62.0,2.0
2866,BMW 3 Series,2009,103905,Diesel,22.69,1995,190.0,9.92
2867,Hyundai EON Era,2018,15334,Petrol,21.1,814,55.2,3.69
2868,Maruti Swift Dzire,2013,69000,Diesel,23.4,1248,74.0,5.75
2869,Volkswagen CrossPolo 1.5,2014,75160,Diesel,20.14,1498,88.5,5.7
2870,Honda Amaze E,2014,44753,Petrol,18.0,1198,86.7,4.94
2871,Volkswagen Vento Petrol,2012,53024,Petrol,14.4,1598,103.6,4.29
2872,Maruti Wagon R,2014,23840,Petrol,20.51,998,67.04,3.0
2873,Volkswagen Polo 1.5,2014,81298,Diesel,20.14,1498,88.8,6.5
2874,Volkswagen Polo Petrol,2015,59000,Petrol,16.47,1198,73.9,4.9
2875,Honda Amaze SX,2016,51806,Diesel,25.8,1498,98.6,5.4
2876,Audi A6 35,2014,56000,Diesel,18.53,1968,187.74,24.0
2877,Tata Tigor 1.05,2019,29279,Diesel,24.7,1047,69.0,7.46
2878,Volkswagen Vento 1.5,2017,33550,Diesel,21.5,1498,108.5,9.6
2879,Audi A6 35,2014,62000,Diesel,18.53,1968,187.74,25.0
2880,Nissan Terrano XL,2014,66000,Diesel,19.01,1461,108.5,6.8
2881,Skoda Rapid 1.5,2016,46630,Diesel,21.66,1498,103.52,8.59
2882,Ford Figo Aspire,2016,72566,Diesel,25.83,1498,99.0,5.29
2883,Tata Venture EX,2011,51482,Diesel,15.42,1405,70.0,2.5
2884,Mercedes-Benz New C-Class,2011,90000,Diesel,14.84,2143,167.62,13.9
2885,Toyota Fortuner 4x2,2014,69000,Diesel,13.0,2982,168.5,20.0
2886,Honda City 1.5,2011,90000,Petrol,17.0,1497,118.0,3.4
2887,Hyundai i20 Asta,2015,39000,Petrol,18.6,1197,81.83,5.5
2888,Volkswagen Vento Diesel,2012,110000,Diesel,20.54,1598,103.6,3.65
2889,Ford Endeavour 2.5L,2011,68022,Diesel,13.1,2499,141.0,5.86
2890,Ford EcoSport 1.5,2018,27852,Petrol,14.8,1497,121.36,10.44
2891,Maruti Swift VDI,2013,58291,Diesel,17.8,1248,74.0,5.0
2892,Hyundai i20 Sportz,2011,68439,Diesel,23.0,1396,90.0,3.37
2893,Toyota Innova 2.5,2011,150000,Diesel,12.99,2494,100.6,6.95
2894,Tata Nexon 1.5,2018,14000,Diesel,21.5,1497,108.5,9.9
2895,Ford Figo Diesel,2012,71558,Diesel,20.0,1399,68.05,3.3
2896,Porsche Panamera Diesel,2013,48000,Diesel,17.85,2967,300.0,50.5
2897,Hyundai Creta 1.6,2015,65800,Diesel,17.01,1582,126.2,12.5
2898,Audi A4 2.0,2014,53000,Diesel,16.55,1968,140.0,20.5
2899,Mahindra XUV500 W8,2017,14600,Diesel,16.0,2179,140.0,14.5
2900,Isuzu MUX 4WD,2017,34429,Diesel,13.8,2999,174.57,20.0
2901,Maruti Swift Dzire,2014,52000,Diesel,23.4,1248,74.0,5.25
2902,Maruti Ciaz ZXi,2015,25470,Petrol,20.73,1373,91.1,5.9
2903,Hyundai EON Era,2013,22000,Petrol,21.1,814,55.2,2.6
2904,Mercedes-Benz E-Class 280,2007,75000,Diesel,11.0,2987,198.5,11.0
2905,BMW 5 Series,2011,95995,Diesel,18.48,1995,177.0,15.5
2906,Hyundai Grand i10,2017,26877,Diesel,24.0,1186,73.97,5.75
2907,Jaguar XJ 3.0L,2015,26000,Diesel,14.47,2993,301.73,75.0
2908,Maruti Swift Ldi,2007,140000,Diesel,17.8,1248,75.0,2.0
2909,Hyundai Santro Xing,2008,95291,Petrol,17.92,1086,62.1,2.3
2910,Toyota Innova 2.5,2009,135000,Diesel,12.8,2494,102.0,8.2
2911,Hyundai i20 Sportz,2015,32000,Petrol,18.6,1197,81.83,4.8
2912,Mercedes-Benz E-Class 280,2008,68333,Diesel,11.0,2987,198.5,8.5
2913,Ford Figo Diesel,2011,72000,Diesel,20.0,1399,68.0,2.9
2914,Toyota Corolla Altis,2012,52100,Diesel,21.43,1364,86.79,6.5
2915,Hyundai Grand i10,2018,10000,Petrol,18.9,1197,81.86,5.85
2916,Jeep Compass 2.0,2019,6261,Diesel,16.3,1956,170.0,23.91
2917,Maruti Ignis 1.2,2019,3906,Petrol,20.89,1197,81.8,7.36
2918,Toyota Fortuner 3.0,2014,55960,Diesel,11.5,2982,171.0,17.25
2919,Volkswagen Vento Diesel,2013,144000,Diesel,20.54,1598,103.6,7.0
2920,Toyota Innova Crysta,2017,38000,Diesel,13.68,2393,147.8,17.65
2921,Ford Figo Diesel,2013,51000,Diesel,20.0,1399,68.1,2.5
2922,Toyota Platinum Etios,2015,150000,Diesel,23.59,1364,67.05,6.0
2923,Mahindra Thar DI,2018,2500,Diesel,18.06,2523,63.0,8.25
2924,Land Rover Range,2018,41661,Diesel,12.7,2179,187.7,44.83
2925,BMW 3 Series,2011,64000,Diesel,16.07,1995,181.0,10.5
2926,Hyundai Accent GLS,2008,80000,Petrol,13.2,1495,94.0,1.9
2927,Maruti Celerio ZXI,2016,30000,Petrol,23.1,998,67.04,4.25
2928,Jaguar XF 2.2,2014,43000,Diesel,16.36,2179,187.7,26.5
2929,Audi A6 2.7,2013,90000,Diesel,12.4,2698,179.5,22.5
2930,Nissan Micra Diesel,2011,123880,Diesel,23.08,1461,63.1,3.3
2931,Honda Amaze S,2015,42000,Petrol,18.0,1198,86.7,4.3
2932,Renault Duster 85PS,2012,79824,Diesel,19.87,1461,83.8,5.25
2933,Toyota Innova 2.5,2015,75000,Diesel,12.99,2494,100.6,11.75
2934,Honda Amaze E,2014,72411,Petrol,18.0,1198,86.7,4.25
2935,Mercedes-Benz New C-Class,2012,63000,Diesel,14.94,2143,204.0,14.22
2936,Toyota Etios Liva,2015,53713,Petrol,17.71,1197,78.9,4.2
2937,Toyota Innova Crysta,2017,18000,Diesel,11.36,2755,171.5,18.25
2938,Mercedes-Benz New C-Class,2013,51000,Diesel,15.8,2148,170.0,18.5
2939,Maruti Swift VXI,2008,86700,Petrol,16.1,1298,88.2,2.4
2940,Maruti Baleno Alpha,2016,29000,Diesel,27.39,1248,74.0,6.5
2941,Hyundai Santro Xing,2014,56000,LPG,13.45,1086,62.1,3.2
2942,Maruti Celerio VXI,2015,33000,Petrol,23.1,998,67.04,3.99
2943,Ford Ecosport 1.5,2014,64394,Diesel,22.7,1498,89.84,5.45
2944,Tata Manza Aura,2010,76000,Diesel,18.8,1248,90.0,2.7
2945,Honda Jazz 1.5,2016,48719,Diesel,27.3,1498,98.6,6.25
2946,Mahindra XUV500 W8,2016,59711,Diesel,15.1,2179,140.0,13.28
2947,Nissan Micra Diesel,2012,83000,Diesel,23.08,1461,63.1,3.7
2948,Mercedes-Benz New C-Class,2018,10714,Diesel,19.27,2143,167.62,39.51
2949,Tata Manza Aura,2010,127510,Diesel,19.0,1248,90.0,1.4
2950,Maruti Swift VDI,2014,35010,Diesel,22.9,1248,74.0,3.5
2951,Maruti Swift Dzire,2012,75451,Petrol,17.5,1197,85.8,3.78
2952,Tata Indigo eCS,2015,83000,Diesel,19.09,1405,69.01,2.7
2953,Honda Amaze S,2013,38755,Diesel,25.8,1498,98.6,3.2
2954,Maruti Swift VXI,2016,30000,Petrol,20.4,1197,81.8,5.0
2955,Maruti Ertiga ZDI,2012,40000,Diesel,20.77,1248,88.8,7.0
2956,Hyundai Grand i10,2014,19500,Petrol,18.9,1197,82.0,2.85
2957,Nissan Micra Active,2016,41000,Petrol,19.69,1198,67.04,4.25
2958,Hyundai Grand i10,2014,30000,Petrol,18.9,1197,82.0,4.9
2959,Jeep Compass 2.0,2017,37000,Diesel,17.1,1956,170.0,16.9
2960,Volkswagen Polo Diesel,2014,62000,Diesel,22.07,1199,73.9,4.25
2961,Honda Amaze S,2015,42023,Petrol,15.5,1198,86.7,4.34
2962,BMW X3 xDrive20d,2012,51001,Diesel,16.09,1995,184.0,17.0
2963,BMW 3 Series,2017,55389,Diesel,18.88,1995,184.0,28.45
2964,Honda City V,2014,46728,Petrol,15.6,1497,116.3,6.15
2965,Mahindra Ssangyong Rexton,2014,58995,Diesel,12.83,2696,162.0,9.25
2966,Maruti Swift Dzire,2015,37857,Diesel,26.59,1248,74.0,4.85
2967,Maruti Swift VDI,2014,71000,Diesel,25.2,1248,74.0,4.8
2968,Honda Brio S,2012,49024,Petrol,18.4,1198,86.8,2.3
2969,Hyundai Grand i10,2016,10770,Petrol,18.9,1197,82.0,4.75
2970,Tata Zest Quadrajet,2017,72000,Diesel,22.95,1248,74.0,5.0
2971,Hyundai EON Era,2015,91000,Petrol,21.1,814,55.2,2.5
2972,Hyundai i20 1.2,2017,14000,Petrol,18.6,1197,81.83,5.95
2973,Volvo S60 D4,2014,48000,Diesel,9.0,1984,181.0,16.0
2974,Ford Ecosport 1.5,2014,75136,Diesel,22.7,1498,89.84,6.15
2975,Maruti Ritz VXI,2014,32500,Petrol,21.1,1197,85.8,4.05
2976,Hyundai i20 1.4,2010,94500,Diesel,21.9,1396,90.0,3.1
2977,Maruti Dzire VXI,2013,34900,Petrol,22.0,1197,81.8,5.49
2978,Porsche Panamera 2010,2010,42400,Petrol,8.0,4806,394.3,42.91
2979,Maruti Swift VDi,2015,50000,Diesel,17.8,1248,75.0,5.7
2980,Honda Brio S,2014,35000,Petrol,19.4,1198,86.8,2.85
2981,Chevrolet Beat LS,2012,37000,Petrol,18.6,1199,79.4,2.35
2982,Hyundai Creta 1.6,2018,32807,Petrol,13.0,1591,121.3,14.76
2983,Honda City ZX,2008,119000,Petrol,17.7,1497,78.0,2.25
2984,Maruti Ritz LXi,2016,12000,Petrol,18.5,1197,85.8,3.65
2985,Ford EcoSport 1.5,2016,46727,Diesel,22.77,1498,98.59,7.25
2986,BMW 3 Series,2010,73336,Diesel,13.2,1995,170.0,10.69
2987,Hyundai Verna 1.6,2014,9000,Petrol,17.01,1591,121.3,5.5
2988,Toyota Innova 2.5,2005,240000,Diesel,12.8,2494,102.0,5.1
2989,Maruti Wagon R,2014,25422,Petrol,22.5,998,67.04,3.25
2990,Maruti Ertiga VDI,2018,14000,Diesel,25.47,1248,88.5,9.25
2991,Maruti Alto LXi,2008,66000,Petrol,19.7,796,46.3,1.7
2992,Maruti A-Star Vxi,2010,55324,Petrol,19.0,998,66.1,2.87
2993,BMW X5 3.0d,2009,90000,Diesel,11.0,2993,235.0,17.75
2994,Mahindra KUV 100,2017,43000,Petrol,18.15,1198,82.0,4.5
2995,Hyundai i10 Magna,2008,58483,Petrol,19.2,1197,80.0,2.95
2996,Honda Civic 2006-2010,2007,93000,Petrol,12.9,1799,130.0,2.6
2997,Hyundai i10 Sportz,2010,50000,Petrol,20.36,1197,78.9,3.0
2998,Mercedes-Benz New C-Class,2014,78616,Diesel,14.84,2143,170.0,15.5
2999,Toyota Etios G,2011,37000,Petrol,17.6,1496,88.73,2.8
3000,Honda City 1.5,2010,54801,Petrol,17.0,1497,118.0,2.5
3001,Maruti Swift Dzire,2014,29000,Diesel,23.4,1248,74.0,5.75
3002,Maruti Swift VXI,2010,68000,Petrol,22.0,1197,81.8,2.8
3003,Hyundai Verna 1.6,2014,58000,Petrol,17.01,1591,121.3,4.59
3004,Maruti Ritz VDi,2012,64290,Diesel,23.2,1248,73.94,3.65
3005,Toyota Fortuner 4x2,2015,31000,Diesel,13.0,2982,168.5,19.85
3006,Jeep Compass 2.0,2018,16039,Diesel,17.1,1956,170.0,18.5
3007,Hyundai i20 Asta,2017,19860,Petrol,18.6,1197,81.83,6.95
3008,Maruti Wagon R,2014,48500,CNG,26.6,998,58.16,2.85
3009,Tata New Safari,2012,75391,Diesel,13.93,2179,138.0,3.75
3010,Maruti Swift Dzire,2008,78000,Diesel,19.3,1248,73.9,2.3
3011,Tata Indigo eCS,2016,78000,Diesel,25.0,1396,69.01,2.3
3012,Maruti Swift LDI,2016,52000,Diesel,28.4,1248,74.0,5.95
3013,Maruti Celerio VXI,2016,30000,Petrol,23.1,998,67.04,3.49
3014,BMW 5 Series,2016,19254,Diesel,14.69,2993,258.0,47.7
3015,Volkswagen Polo 1.2,2015,29651,Petrol,16.47,1198,74.0,6.43
3016,Tata Safari DICOR,2011,80000,Diesel,13.93,2179,138.03,4.5
3017,Mini Cooper S,2018,2971,Petrol,13.6,1598,181.0,39.75
3018,Ford Figo Petrol,2015,21400,Petrol,15.6,1196,70.0,4.0
3019,Honda City i,2015,77000,Diesel,26.0,1498,98.6,6.98
3020,Hyundai Tucson CRDi,2006,80000,Diesel,12.6,1991,112.0,1.75
3021,Skoda Laura Ambiente,2013,81755,Diesel,20.0,1968,108.5,4.75
3022,Toyota Fortuner 3.0,2016,99593,Diesel,11.5,2982,171.0,23.5
3023,Hyundai Verna 1.6,2014,39791,Diesel,22.32,1582,126.32,7.49
3024,Mahindra XUV500 W6,2015,113000,Diesel,15.1,2179,140.0,10.85
3025,Renault KWID RXT,2017,24000,Petrol,25.17,799,53.3,3.5
3026,Hyundai i20 Asta,2015,39000,Petrol,18.6,1197,81.83,6.3
3027,Honda City V,2012,37000,Petrol,15.6,1497,116.3,6.75
3028,Ford Endeavour 3.2,2017,61108,Diesel,10.91,3198,197.0,28.88
3029,Skoda Superb Elegance,2016,61648,Petrol,13.7,1798,157.75,14.23
3030,BMW 3 Series,2012,37000,Diesel,22.69,1995,190.0,15.0
3031,Maruti Ertiga VXI,2013,53000,CNG,22.8,1373,80.9,5.8
3032,Maruti Ritz LDi,2013,65000,Diesel,23.2,1248,73.94,3.75
3033,Hyundai Santro Xing,2005,120000,Petrol,0.0,1086,74.0,1.15
3034,Toyota Fortuner 3.0,2011,148009,Diesel,11.5,2982,171.0,12.75
3035,Maruti Swift Lxi,2009,53001,Petrol,16.1,1298,88.2,1.95
3036,Tata Tigor 1.2,2018,22345,Petrol,20.3,1199,84.0,4.95
3037,Honda City i,2015,50000,Petrol,18.0,1497,117.3,8.25
3038,BMW 3 Series,2013,48183,Diesel,13.2,1995,170.0,20.99
3039,Mercedes-Benz E-Class 2009-2013,2010,93000,Diesel,14.21,2143,203.0,17.5
3040,Maruti Swift VDI,2015,53500,Diesel,28.4,1248,74.0,5.36
3041,Maruti Ertiga VXI,2014,17585,Petrol,16.02,1373,93.7,6.35
3042,Hyundai Verna 1.6,2011,36226,Petrol,17.01,1591,121.3,2.95
3043,Land Rover Discovery,2019,25899,Diesel,12.63,2179,147.5,55.7
3044,Hyundai Santro Xing,2009,60170,Petrol,0.0,1086,62.0,1.15
3045,Mercedes-Benz New C-Class,2017,11200,Diesel,19.27,2143,167.62,37.5
3046,Hyundai i10 Magna,2017,49045,Petrol,20.36,1197,78.9,4.07
3047,Volkswagen Polo Diesel,2012,45000,Diesel,22.07,1199,73.9,2.99
3048,Maruti Vitara Brezza,2017,40000,Diesel,24.3,1248,88.5,7.9
3049,Renault Duster 85PS,2016,36600,Diesel,19.87,1461,83.8,7.49
3050,Tata Indica Vista,2009,117000,Diesel,18.0,1248,75.0,1.1
3051,Mercedes-Benz GL-Class 350,2016,16000,Diesel,11.3,2987,254.8,56.0
3052,Hyundai Xcent 1.2,2016,50000,Diesel,25.4,1186,73.97,3.5
3053,Hyundai Verna CRDi,2008,150000,Diesel,18.1,1493,110.0,3.0
3054,Hyundai Verna 1.6,2014,11000,Petrol,17.01,1591,121.3,6.1
3055,Ford Figo Petrol,2010,102016,Petrol,15.6,1196,70.0,2.25
3056,Maruti Swift VDI,2016,38000,Diesel,25.2,1248,74.0,5.95
3057,Renault Pulse RxL,2013,71491,Diesel,23.08,1461,63.12,4.95
3058,Volkswagen Polo 1.2,2015,46354,Petrol,16.47,1198,74.0,5.49
3059,BMW 3 Series,2019,87000,Diesel,22.69,1995,190.0,6.67
3060,Skoda Rapid 1.6,2015,20765,Petrol,15.0,1598,103.52,6.25
3061,Hyundai Santro GS,2005,58000,Petrol,0.0,999,74.0,1.51
3062,Audi Q7 3.0,2014,51076,Diesel,12.07,2967,241.4,34.88
3063,Maruti Ciaz VDi,2016,84085,Diesel,26.21,1248,88.5,6.9
3064,Honda City i,2014,55000,Diesel,25.1,1498,98.6,5.99
3065,Mercedes-Benz E-Class 2009-2013,2010,73000,Petrol,10.93,3498,272.0,10.4
3066,Audi A6 2011-2015,2012,50001,Diesel,14.57,2967,241.38,29.0
3067,Mahindra Xylo H4,2016,93166,Diesel,14.02,2179,118.3,5.85
3068,Honda City 1.5,2006,99583,Petrol,12.0,1493,100.0,2.21
3069,Maruti SX4 ZXI,2010,72000,Petrol,15.5,1586,103.3,2.4
3070,Toyota Corolla Altis,2009,70000,Petrol,14.53,1798,138.1,3.0
3071,Volkswagen Vento Petrol,2012,61000,Petrol,14.4,1598,103.6,3.75
3072,Hyundai EON Era,2015,66510,Petrol,21.1,814,55.2,2.95
3073,Skoda Laura Ambition,2011,84062,Diesel,20.0,1968,108.5,5.8
3074,Maruti Swift VDI,2012,80799,Diesel,22.9,1248,74.0,4.9
3075,Toyota Corolla Altis,2018,5000,Petrol,14.28,1798,138.03,16.95
3076,Toyota Innova 2.5,2013,92000,Diesel,12.99,2494,100.0,12.5
3077,Tata Tiago Wizz,2017,53000,Diesel,27.28,1047,69.0,5.0
3078,Skoda Rapid 1.6,2015,39822,Petrol,15.41,1598,103.52,4.68
3079,Ford Endeavour 3.2,2016,29000,Diesel,10.91,3198,197.0,29.8
3080,Renault KWID RXL,2017,24214,Petrol,25.17,799,53.3,3.46
3081,Hyundai i20 1.4,2012,75000,Diesel,23.0,1396,90.0,4.0
3082,Skoda Laura Ambiente,2012,77216,Diesel,17.5,1896,106.0,4.5
3083,Toyota Corolla Altis,2013,74290,Diesel,21.43,1364,87.2,5.87
3084,Mahindra Scorpio S8,2015,61000,Diesel,15.4,2179,120.0,9.5
3085,Audi Q5 2.0,2013,44000,Diesel,14.16,1968,174.3,32.5
3086,Chevrolet Enjoy TCDi,2014,74041,Diesel,18.2,1248,73.8,3.88
3087,BMW 3 Series,2013,85846,Diesel,22.69,1995,190.0,13.08
3088,Nissan Sunny 2011-2014,2012,52000,Diesel,21.64,1461,84.8,3.5
3089,Honda Accord 2.4,2010,47000,Petrol,12.8,2354,177.6,3.5
3090,Hyundai Verna CRDi,2010,72010,Diesel,16.8,1493,110.0,4.45
3091,Maruti Omni E,2015,15000,Petrol,16.8,796,34.2,2.35
3092,Honda City i,2015,480000,Petrol,17.4,1497,117.3,5.0
3093,Audi A7 2011-2015,2012,24720,Diesel,0.0,2967,241.4,28.0
3094,Ford Fiesta 1.4,2007,75000,Petrol,16.6,1388,68.0,2.0
3095,Hyundai i20 1.4,2015,57000,Diesel,22.54,1396,88.73,6.35
3096,Mercedes-Benz E-Class E250,2015,41057,Diesel,13.0,2143,201.1,24.63
3097,Maruti Wagon R,2012,92000,CNG,26.2,998,58.2,3.0
3098,Ford EcoSport 1.5,2016,20000,Diesel,22.77,1498,98.59,7.9
3099,Hyundai i20 1.2,2011,52359,Petrol,18.5,1197,80.0,3.25
3100,Honda City i,2016,17000,Petrol,17.8,1497,117.3,8.25
3101,Nissan Micra Diesel,2011,39002,Diesel,23.08,1461,63.1,2.85
3102,Ford Figo Diesel,2010,129986,Diesel,20.0,1399,68.0,3.2
3103,Nissan Micra XL,2013,45000,Petrol,18.44,1198,75.0,1.75
3104,Maruti Swift VDI,2013,41300,Diesel,17.8,1248,74.0,3.38
3105,Honda Accord 2.4,2009,82002,Petrol,12.8,2354,177.6,5.75
3106,Skoda Superb Elegance,2010,67000,Petrol,13.7,1798,157.75,4.7
3107,Maruti Omni 8,2017,21260,Petrol,14.0,796,35.0,2.9
3108,Hyundai i20 Magna,2012,55362,Diesel,21.9,1396,88.8,4.25
3109,Hyundai Creta 1.6,2017,13000,Diesel,17.01,1582,126.2,14.5
3110,Maruti Swift VDI,2016,45725,Diesel,25.2,1248,74.0,5.34
3111,Maruti Swift LDI,2014,105000,Diesel,25.2,1248,74.0,3.85
3112,Toyota Innova 2.5,2009,156056,Diesel,12.8,2494,102.0,8.5
3113,Hyundai Xcent 1.1,2016,135000,Diesel,24.4,1120,71.0,4.2
3114,Maruti Ertiga Paseo,2016,67000,Diesel,20.77,1248,88.7,6.75
3115,Ford Endeavour 3.2,2016,90000,Diesel,10.91,3198,197.2,26.0
3116,Hyundai i20 1.4,2019,32251,Diesel,22.54,1396,88.73,8.61
3117,Maruti Zen Estilo,2009,47000,Petrol,19.0,998,67.1,1.46
3118,Maruti Ritz VDi,2011,75308,Diesel,21.1,1248,73.9,2.8
3119,Maruti Alto K10,2018,44202,CNG,32.26,998,58.2,4.0
3120,Honda City 1.5,2014,58000,Petrol,17.0,1497,118.0,5.47
3121,Maruti Swift Dzire,2009,60000,Petrol,17.5,1298,85.8,2.45
3122,BMW X1 sDrive,2014,45000,Diesel,17.05,1995,184.0,21.5
3123,Tata Manza Aqua,2010,41195,Petrol,15.0,1368,90.0,1.38
3124,Mahindra XUV500 W10,2016,89000,Diesel,16.0,2179,140.0,13.5
3125,Hyundai i10 Sportz,2009,60510,Petrol,16.95,1197,78.9,3.1
3126,Maruti Baleno Sigma,2016,8500,Petrol,21.4,1197,83.1,5.49
3127,Maruti Vitara Brezza,2017,35981,Diesel,24.3,1248,88.5,9.51
3128,Ford Figo Petrol,2012,23152,Petrol,15.6,1196,70.02,2.39
3129,Maruti Wagon R,2014,74663,CNG,33.54,998,67.04,3.25
3130,Volkswagen Vento Sport,2014,61529,Petrol,18.19,1197,103.5,5.65
3131,Mahindra Xylo D2,2010,91596,Diesel,14.95,2489,93.7,1.85
3132,Porsche Cayenne Base,2019,14298,Petrol,13.33,2995,340.0,2.02
3133,Maruti Swift Dzire,2013,83327,Diesel,19.3,1248,73.9,5.8
3134,Volkswagen Polo 1.2,2017,22857,Petrol,16.2,1199,74.0,6.9
3135,Hyundai Verna 1.6,2013,34620,Petrol,17.01,1591,121.3,5.35
3136,Hyundai i10 Era,2010,56000,Petrol,19.81,1086,68.05,2.85
3137,Mercedes-Benz E-Class E250,2014,81000,Diesel,13.0,2143,204.0,22.75
3138,Maruti Zen LXI,1998,95150,Petrol,17.3,993,60.0,0.45
3139,Hyundai i10 Sportz,2013,32776,Petrol,20.36,1197,78.9,4.64
3140,Honda Amaze S,2016,51587,Diesel,25.8,1498,98.6,5.27
3141,Tata Safari Storme,2016,36000,Diesel,14.1,2179,148.0,10.0
3142,Honda Brio 1.2,2015,22000,Petrol,18.5,1198,86.8,3.95
3143,Hyundai i20 Asta,2010,30754,Petrol,17.0,1197,80.0,3.38
3144,Volkswagen Jetta 2012-2014,2018,37109,Petrol,14.69,1390,120.33,16.8
3145,Honda Jazz Select,2010,45000,Petrol,16.7,1198,88.8,1.99
3146,Hyundai Grand i10,2017,33284,Petrol,18.9,1197,82.0,5.84
3147,Jaguar XF Diesel,2016,55115,Diesel,14.74,2993,270.9,36.15
3148,Jaguar XF 2.2,2014,18000,Diesel,16.36,2179,187.7,25.7
3149,Mahindra XUV500 W8,2013,130790,Diesel,16.0,2179,140.0,9.24
3150,Maruti S Cross,2015,16607,Diesel,22.7,1598,118.0,7.65
3151,Audi A4 2.0,2015,32205,Diesel,17.11,1968,174.33,25.31
3152,Renault Duster 110PS,2013,67000,Diesel,19.01,1461,108.45,4.75
3153,Maruti Swift Dzire,2014,57676,Petrol,19.1,1197,85.8,6.69
3154,Volkswagen Polo Petrol,2012,41000,Petrol,16.47,1198,73.9,3.1
3155,Maruti Omni 8,2012,65000,Petrol,19.7,796,35.0,1.55
3156,Hyundai Grand i10,2019,12153,Petrol,18.9,1197,81.86,6.84
3157,Tata Nano Twist,2014,16810,Petrol,25.4,624,37.5,1.6
3158,Audi A4 30,2017,61221,Petrol,17.84,1395,147.51,21.73
3159,Volkswagen Polo 1.2,2015,22000,Petrol,16.47,1198,74.0,4.75
3160,Maruti Alto 800,2015,63714,Petrol,22.74,796,47.3,2.45
3161,Mini Cooper 5,2019,14857,Diesel,20.7,1496,113.98,31.55
3162,Audi A4 New,2012,69000,Diesel,15.2,1968,140.8,10.25
3163,Ford Endeavour Titanium,2019,14648,Diesel,12.62,2198,158.0,27.36
3164,Ford Ecosport 1.5,2013,100000,Petrol,15.8,1499,110.0,6.5
3165,Hyundai Grand i10,2016,22000,Petrol,18.9,1197,82.0,4.25
3166,Chevrolet Sail 1.2,2014,10000,Petrol,18.2,1199,82.4,5.5
3167,Maruti Swift Dzire,2015,107000,Petrol,20.85,1197,83.14,4.0
3168,Tata Zest Revotron,2017,48198,Petrol,17.57,1193,88.7,4.65
3169,Mercedes-Benz New C-Class,2015,15000,Diesel,19.27,2143,170.0,28.5
3170,Chevrolet Cruze LTZ,2014,80073,Diesel,17.3,1998,163.7,7.11
3171,Maruti Ritz VDi,2013,85388,Diesel,21.1,1248,73.9,3.9
3172,Hyundai Grand i10,2017,14700,Petrol,18.9,1197,81.86,5.6
3173,Maruti Dzire LDI,2012,150000,Diesel,28.4,1248,73.75,2.25
3174,Hyundai Verna 1.6,2011,34994,Diesel,22.32,1582,126.32,3.9
3175,Jaguar XF Diesel,2014,82536,Diesel,14.74,2993,270.9,28.63
3176,Skoda Superb Elegance,2013,82000,Petrol,13.7,1798,157.75,7.25
3177,Maruti Wagon R,2006,52000,Petrol,18.9,998,67.1,2.0
3178,Volkswagen Polo Petrol,2011,20000,Petrol,16.47,1198,73.9,3.5
3179,Honda Civic 2010-2013,2011,55000,Petrol,14.8,1799,130.2,5.0
3180,Maruti Eeco CNG,2015,47001,CNG,20.0,1196,63.0,3.72
3181,Maruti Wagon R,2014,52000,Petrol,22.5,998,67.04,3.45
3182,Maruti Swift Dzire,2013,43284,Diesel,23.4,1248,74.0,4.5
3183,Hyundai Creta 1.6,2018,23875,Petrol,13.0,1591,121.3,14.36
